Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
New Hampshire,US,2020-09-14 04:30:37,43.4525,-71.5639,7696,436,6953.0,307.0,33.0,566.0026284997326,230542.0,,5.665280665280665,84000033,USA,16955.220631443004,
New Jersey,US,2020-09-14 04:30:37,40.2989,-74.521,196634,16031,34430.0,146173.0,34.0,2213.800875684938,3168530.0,,8.15271011117101,84000034,USA,35672.846448905046,
New Mexico,US,2020-09-14 04:30:37,34.8405,-106.2485,26761,823,14396.0,11542.0,35.0,1276.2604866682022,817270.0,,3.0753708755278204,84000035,USA,38976.47352263823,
New York,US,2020-09-14 04:30:37,42.1657,-74.9481,444365,33023,75767.0,335575.0,36.0,2284.2347475611277,9318293.0,,7.431503381229395,84000036,USA,47900.191641005986,
North Carolina,US,2020-09-14 04:30:37,35.6301,-79.8064,184936,3052,156652.0,25232.0,37.0,1763.2963275275065,2616108.0,,1.6503006445473027,84000037,USA,24943.62173300672,
North Dakota,US,2020-09-14 04:30:37,47.5289,-99.78399999999999,15577,168,12655.0,2754.0,38.0,2044.059407239831,523570.0,,1.0785131925274445,84000038,USA,68704.38363282777,
Ohio,US,2020-09-14 04:30:37,40.3888,-82.7649,137405,4415,114906.0,18084.0,39.0,1175.49683038044,2593830.0,,3.2131290709945053,84000039,USA,22190.160063649044,
Oklahoma,US,2020-09-14 04:30:37,35.5653,-96.9289,69354,905,58560.0,9889.0,40.0,1752.7042780955433,989530.0,,1.3048995011102458,84000040,USA,25007.259340541033,
Oregon,US,2020-09-14 04:30:37,44.571999999999996,-122.0709,29337,509,5310.0,23518.0,41.0,695.5625730101236,612620.0,,1.7350103964277193,84000041,USA,14524.850648582405,
Pennsylvania,US,2020-09-14 04:30:37,40.5908,-77.2098,148635,7829,117920.0,22886.0,42.0,1161.030524241194,1807881.0,,5.267265448918492,84000042,USA,14121.875905376892,
Rhode Island,US,2020-09-14 04:30:37,41.6809,-71.5118,22905,1071,2201.0,19633.0,44.0,2162.1524673836398,615683.0,,4.6758349705304525,84000044,USA,58118.337375078,
South Carolina,US,2020-09-14 04:30:37,33.8569,-80.945,131864,3064,51431.0,77369.0,45.0,2561.1055498518663,1071863.0,,2.323606139659043,84000045,USA,20818.072240951817,
South Dakota,US,2020-09-14 04:30:37,44.2998,-99.4388,16638,184,13993.0,2461.0,46.0,1880.7246634013784,163956.0,,1.1059021517009255,84000046,USA,18533.242752292124,
Tennessee,US,2020-09-14 04:30:37,35.7478,-86.6923,171824,2078,155865.0,13881.0,47.0,2516.0290248864653,2456149.0,,1.2093770369680603,84000047,USA,35965.53550985815,
Texas,US,2020-09-14 04:30:37,31.0545,-97.5635,681885,14405,577832.0,89648.0,48.0,2351.661603246337,5550139.0,,2.1125263057553694,84000048,USA,19141.129045190934,
Utah,US,2020-09-14 04:30:37,40.15,-111.8624,57875,433,48690.0,8752.0,49.0,1805.2326324923786,716873.0,,0.7481641468682505,84000049,USA,22360.6485175414,
Vermont,US,2020-09-14 04:30:37,44.0459,-72.7107,1684,58,1505.0,121.0,50.0,269.8765523110183,150673.0,,3.4441805225653206,84000050,USA,24146.73976624588,
Virginia,US,2020-09-14 04:30:37,37.7693,-78.17,133814,2724,16310.0,114708.0,51.0,1566.8877311385515,1766238.0,,2.036757338756711,84000051,USA,20692.8014570643,
Washington,US,2020-09-14 04:30:37,47.4009,-121.4905,79826,1991,,77835.0,53.0,1048.2878748263438,1644585.0,,2.4941748302558064,84000053,USA,21596.95480947664,
West Virginia,US,2020-09-14 04:30:37,38.4912,-80.9545,12705,267,9290.0,3148.0,54.0,708.9262208959423,483764.0,,2.101534828807556,84000054,USA,26993.544614364786,
Wisconsin,US,2020-09-14 04:30:37,44.2685,-89.6165,89185,1210,77750.0,10225.0,55.0,1531.7477192528077,1365137.0,,1.3567303918820428,84000055,USA,23446.156710406678,
Wyoming,US,2020-09-14 04:30:37,42.756,-107.3025,4346,42,3768.0,536.0,56.0,750.9170483741938,86437.0,,0.966405890473999,84000056,USA,14934.886541721164,
Alabama,US,2020-09-15 03:30:30,32.3182,-86.9023,139459,2355,54223.0,82881.0,1.0,2844.2532761868047,1027551.0,,1.6886683541399263,84000001,USA,20956.80664710795,
Alaska,US,2020-09-15 03:30:30,61.3707,-152.4044,6343,44,2377.0,3922.0,2.0,867.0690114757124,403413.0,,0.6936780703137316,84000002,USA,55145.3430752722,
Arizona,US,2020-09-15 03:30:30,33.7298,-111.4312,208725,5322,32975.0,170428.0,4.0,2867.6070246995455,1300664.0,,2.5497664390945025,84000004,USA,17869.412974841583,
Arkansas,US,2020-09-15 03:30:30,34.9697,-92.3731,70627,992,62740.0,6895.0,5.0,2340.344170794392,828267.0,,1.4045619947045749,84000005,USA,27446.01703755446,
California,US,2020-09-15 03:30:30,36.1162,-119.6816,765134,14439,,750695.0,6.0,1936.4488806413144,12806189.0,,1.8871204259646024,84000006,USA,32410.702379362458,
Colorado,US,2020-09-15 03:30:30,39.0598,-105.3111,61687,1990,6162.0,53515.0,8.0,1070.842629354775,1124181.0,,3.22700958373198,84000008,USA,19521.31509414566,
Connecticut,US,2020-09-15 03:30:30,41.5978,-72.7554,54895,4485,9142.0,41268.0,9.0,1539.7077430232125,1379988.0,,8.170143000273251,84000009,USA,38706.224772367554,
Delaware,US,2020-09-15 03:30:30,39.3185,-75.5071,18937,617,10091.0,8229.0,10.0,1944.7217190202146,262504.0,,3.258171832919681,84000010,USA,26957.661199222806,
Florida,US,2020-09-15 03:30:30,27.7663,-81.6868,665730,12642,,653088.0,12.0,3099.6282336449126,4941008.0,,1.8989680501104047,84000012,USA,23005.254231393188,
Georgia,US,2020-09-15 03:30:30,33.0406,-83.6431,295337,6353,,288984.0,13.0,2781.626012263051,2615247.0,,2.1511019614880627,84000013,USA,24631.654969383813,
Hawaii,US,2020-09-15 03:30:30,21.0943,-157.4983,10779,99,3565.0,7115.0,15.0,761.2976314243095,259531.0,,0.9184525466184248,84000015,USA,18330.117411743435,
Idaho,US,2020-09-15 03:30:30,44.2405,-114.4788,35532,419,18619.0,16913.0,16.0,1974.1307674874724,278613.0,,1.1763371977663766,84000016,USA,15590.535319084644,
Illinois,US,2020-09-15 03:30:30,40.3495,-88.9861,264831,8546,,256285.0,17.0,2089.9206199329988,4773891.0,,3.2269636107555386,84000017,USA,37673.283105877206,
Indiana,US,2020-09-15 03:30:30,39.8494,-86.2583,106540,3439,82311.0,20790.0,18.0,1582.539130114454,1247293.0,,3.2278956260559415,84000018,USA,18527.219628476134,
Iowa,US,2020-09-15 03:30:30,42.0115,-93.2105,75064,1224,53417.0,20423.0,19.0,2379.1548206537414,686636.0,,1.6306085473729084,84000019,USA,21762.94028341685,
Kansas,US,2020-09-15 03:30:30,38.5266,-96.7265,49660,542,1887.0,47231.0,20.0,1704.5879709499216,458381.0,,1.0914216673378978,84000020,USA,15734.006015142893,
Kentucky,US,2020-09-15 03:30:30,37.6681,-84.6701,57282,1065,10918.0,45299.0,21.0,1282.143970697945,996575.0,,1.8592227925002616,84000021,USA,22306.35500852457,
Louisiana,US,2020-09-15 03:30:30,31.1695,-91.8678,157947,5252,140440.0,12255.0,22.0,3397.5908590486047,2079299.0,,3.325166036708516,84000022,USA,44727.70787434332,
Maine,US,2020-09-15 03:30:30,44.6939,-69.3819,4904,136,4237.0,531.0,23.0,364.82340583181815,333777.0,,2.7732463295269167,84000023,USA,24830.681469887197,
Maryland,US,2020-09-15 03:30:30,39.0639,-76.8021,116646,3839,7229.0,105578.0,24.0,1929.4107528020008,1464863.0,,3.291154433071001,84000024,USA,24229.91292956293,
Massachusetts,US,2020-09-15 03:30:30,42.2302,-71.5301,125080,9219,107501.0,8360.0,25.0,1814.7253617444928,3038625.0,,7.370482890949793,84000025,USA,44085.94381460552,
Michigan,US,2020-09-15 03:30:30,43.3266,-84.5361,124287,6921,85513.0,31853.0,26.0,1244.505653780764,3162087.0,,5.568563083830167,84000026,USA,31662.48400272478,
Minnesota,US,2020-09-15 03:30:30,45.6945,-93.9002,84949,1974,78238.0,4737.0,27.0,1506.2862257679224,1243355.0,,2.323747189490165,84000027,USA,22046.739929130126,
Mississippi,US,2020-09-15 03:30:30,32.7416,-89.6787,90018,2706,78971.0,8341.0,28.0,3024.646951479916,625806.0,,3.0060654535759515,84000028,USA,21027.37463749295,
Missouri,US,2020-09-15 03:30:30,38.4561,-92.2884,105278,1738,,103540.0,29.0,1715.3439518964624,1145207.0,,1.6508672277208911,84000029,USA,18659.39608578708,
Montana,US,2020-09-15 03:30:30,46.9219,-110.4544,9107,138,6842.0,2127.0,30.0,852.0946351814878,285870.0,,1.5153178873394093,84000030,USA,26747.36942564312,
Nebraska,US,2020-09-15 03:30:30,41.1254,-98.2681,38642,435,29405.0,8802.0,31.0,1997.6137402243994,403965.0,,1.1257181305315458,84000031,USA,20883.133237662376,
Nevada,US,2020-09-15 03:30:30,38.3135,-117.0554,73814,1456,1938.0,70420.0,32.0,2396.4370635772993,644871.0,,1.972525537160972,84000032,USA,20936.30971937785,
New Hampshire,US,2020-09-15 03:30:30,43.4525,-71.5639,7714,436,6987.0,291.0,33.0,567.3264392212758,231816.0,,5.6520611874513875,84000033,USA,17048.91701251222,
New Jersey,US,2020-09-15 03:30:30,40.2989,-74.521,196968,16034,34458.0,146476.0,34.0,2217.56120956656,3189970.0,,8.140408594289427,84000034,USA,35914.22836034807,
New Mexico,US,2020-09-15 03:30:30,34.8405,-106.2485,26842,823,14407.0,11612.0,35.0,1280.123462619031,823145.0,,3.0660904552566874,84000035,USA,39256.65850672611,
New York,US,2020-09-15 03:30:30,42.1657,-74.9481,444948,33030,75814.0,336104.0,36.0,2287.2316281836524,9381651.0,,7.423339356509075,84000036,USA,48225.8800843712,
North Carolina,US,2020-09-15 03:30:30,35.6301,-79.8064,185780,3060,167257.0,15463.0,37.0,1771.343555219428,2634819.0,,1.6471094843363117,84000037,USA,25122.024194314232,
North Dakota,US,2020-09-15 03:30:30,47.5289,-99.78399999999999,15831,170,12903.0,2758.0,38.0,2077.3900286328408,527535.0,,1.0738424609942518,84000038,USA,69224.68250614779,
Ohio,US,2020-09-15 03:30:30,40.3888,-82.7649,138484,4419,115708.0,18357.0,39.0,1184.727652257231,2623256.0,,3.1909823517518268,84000039,USA,22441.89886304335,
Oklahoma,US,2020-09-15 03:30:30,35.5653,-96.9289,70223,905,59007.0,10311.0,40.0,1774.6655206722517,990399.0,,1.2887515486379106,84000040,USA,25029.220583117734,
Oregon,US,2020-09-15 03:30:30,44.571999999999996,-122.0709,29337,509,5310.0,23518.0,41.0,695.5625730101236,614804.0,,1.7350103964277193,84000041,USA,14576.631971125747,
Pennsylvania,US,2020-09-15 03:30:30,40.5908,-77.2098,150000,7855,118951.0,23194.0,42.0,1171.6929299033145,1829672.0,,5.236666666666666,84000042,USA,14292.091642947044,
Rhode Island,US,2020-09-15 03:30:30,41.6809,-71.5118,23130,1075,2223.0,19832.0,44.0,2183.391686120218,635718.0,,4.64764375270212,84000044,USA,60009.571807910615,
South Carolina,US,2020-09-15 03:30:30,33.8569,-80.945,132680,3077,51431.0,78172.0,45.0,2576.954167584372,1088473.0,,2.3191136569189026,84000045,USA,21140.67707004118,
South Dakota,US,2020-09-15 03:30:30,44.2998,-99.4388,16801,184,14118.0,2499.0,46.0,1899.1498419164893,165139.0,,1.0951729063746205,84000046,USA,18666.96659390793,
Tennessee,US,2020-09-15 03:30:30,35.7478,-86.6923,174274,2097,156808.0,15369.0,47.0,2551.9045202245543,2492851.0,,1.203277597346707,84000047,USA,36502.96507308204,
Texas,US,2020-09-15 03:30:30,31.0545,-97.5635,685748,14451,577832.0,93465.0,48.0,2364.984185167541,5550139.0,,2.107333889417104,84000048,USA,19141.129045190934,
Utah,US,2020-09-15 03:30:30,40.15,-111.8624,58438,436,48934.0,9068.0,49.0,1822.7936860058678,721682.0,,0.7460898730278244,84000049,USA,22510.650482632653,
Vermont,US,2020-09-15 03:30:30,44.0459,-72.7107,1696,58,1509.0,129.0,50.0,271.7996631350873,151478.0,,3.419811320754717,84000050,USA,24275.74845069384,
Virginia,US,2020-09-15 03:30:30,37.7693,-78.17,134571,2743,16361.0,115389.0,51.0,1575.6862587969167,1779329.0,,2.039511350033087,84000051,USA,20846.172330001256,
Washington,US,2020-09-15 03:30:30,47.4009,-121.4905,80138,2006,,78132.0,53.0,1052.385109022543,1653967.0,,2.5031820110309715,84000053,USA,21720.1607429021,
West Virginia,US,2020-09-15 03:30:30,38.4912,-80.9545,12830,278,9361.0,3191.0,54.0,715.9010951668588,488015.0,,2.1667965705378016,84000054,USA,27230.746138570103,
Wisconsin,US,2020-09-15 03:30:30,44.2685,-89.6165,89956,1210,78527.0,10219.0,55.0,1544.9896040040987,1369104.0,,1.3451020498910575,84000055,USA,23514.289728316366,
Wyoming,US,2020-09-15 03:30:30,42.756,-107.3025,4394,42,3884.0,468.0,56.0,759.2106559034071,89006.0,,0.9558488848429676,84000056,USA,15378.767328024273,
Alabama,US,2020-09-16 04:30:32,32.3182,-86.9023,140160,2387,54223.0,84472.0,1.0,3131.658299656244,1032970.0,,1.6417997929026835,84000001,USA,21067.326645843463,
Alaska,US,2020-09-16 04:30:32,61.3707,-152.4044,6384,44,2402.0,3938.0,2.0,872.6735880909582,407124.0,,0.6892230576441103,84000002,USA,55652.625607447255,
Arizona,US,2020-09-16 04:30:32,33.7298,-111.4312,209209,5344,33095.0,170770.0,4.0,2874.256548235081,1312304.0,,2.5543834156274348,84000004,USA,18029.33126813421,
Arkansas,US,2020-09-16 04:30:32,34.9697,-92.3731,71497,1150,63415.0,6932.0,5.0,2369.173080823009,872116.0,,1.608459096185854,84000005,USA,28899.027239674946,
California,US,2020-09-16 04:30:32,36.1162,-119.6816,768204,14594,,753610.0,6.0,1944.2186282457453,12928170.0,,1.8997557940338765,84000006,USA,32719.419507224386,
Colorado,US,2020-09-16 04:30:32,39.0598,-105.3111,62099,1996,6184.0,53899.0,8.0,1077.9969771144224,1134666.0,,3.2152579777380437,84000008,USA,19703.38629865998,
Connecticut,US,2020-09-16 04:30:32,41.5978,-72.7554,55031,4485,9142.0,41404.0,9.0,1543.5223026926026,1390771.0,,8.149951845323544,84000009,USA,39008.66886733102,
Delaware,US,2020-09-16 04:30:32,39.3185,-75.5071,19137,618,10165.0,8354.0,10.0,1965.2605764846512,264159.0,,3.229346292522339,84000010,USA,27127.620244741025,
Florida,US,2020-09-16 04:30:32,27.7663,-81.6868,668846,12787,,656059.0,12.0,3114.136279813837,4968847.0,,1.9118003247384296,84000012,USA,23134.872170191866,
Georgia,US,2020-09-16 04:30:32,33.0406,-83.6431,296994,6397,,290597.0,13.0,2797.232435780321,2629090.0,,2.1539155673178585,84000013,USA,24762.0350060462,
Hawaii,US,2020-09-16 04:30:32,21.0943,-157.4983,10844,100,3693.0,7051.0,15.0,765.8884418930527,261907.0,,0.9221689413500552,84000015,USA,18497.92919133933,
Idaho,US,2020-09-16 04:30:32,44.2405,-114.4788,35810,423,18826.0,16561.0,16.0,2003.844292177397,280170.0,,1.1812342920971797,84000016,USA,15677.661416904253,
Illinois,US,2020-09-16 04:30:32,40.3495,-88.9861,266295,8564,,257731.0,17.0,2101.4738134321815,4812922.0,,3.2159822752961937,84000017,USA,37981.29724212487,
Indiana,US,2020-09-16 04:30:32,39.8494,-86.2583,107229,3460,83279.0,20490.0,18.0,1592.773497118855,1254731.0,,3.2267390351490737,84000018,USA,18637.70325950478,
Iowa,US,2020-09-16 04:30:32,42.0115,-93.2105,75721,1234,54352.0,20135.0,19.0,2399.978447387855,689612.0,,1.6296668031325523,84000019,USA,21857.264656568634,
Kansas,US,2020-09-16 04:30:32,38.5266,-96.7265,49989,557,1887.0,47545.0,20.0,1715.8809520703912,458381.0,,1.1142451339294646,84000020,USA,15734.006015142893,
Kentucky,US,2020-09-16 04:30:32,37.6681,-84.6701,58000,1074,10962.0,45964.0,21.0,1298.2149767899307,1006439.0,,1.8517241379310343,84000021,USA,22527.141086646225,
Louisiana,US,2020-09-16 04:30:32,31.1695,-91.8678,158318,5278,140440.0,12600.0,22.0,3405.5714234702587,2091958.0,,3.3337965360856003,84000022,USA,45000.01505766872,
Maine,US,2020-09-16 04:30:32,44.6939,-69.3819,4918,137,4280.0,501.0,23.0,365.8649082138829,336489.0,,2.785685237901585,84000023,USA,25032.435359898587,
Maryland,US,2020-09-16 04:30:32,39.0639,-76.8021,117245,3849,7254.0,106142.0,24.0,1939.3186539810245,1472782.0,,3.2828692055098303,84000024,USA,24360.899022111666,
Massachusetts,US,2020-09-16 04:30:32,42.2302,-71.5301,125393,9225,107501.0,8667.0,25.0,1819.2665277040867,3075812.0,,7.356870000717742,84000025,USA,44625.472052750665,
Michigan,US,2020-09-16 04:30:32,43.3266,-84.5361,124976,6932,85513.0,32531.0,26.0,1251.4047212251062,3187621.0,,5.546664959672257,84000026,USA,31918.160037737598,
Minnesota,US,2020-09-16 04:30:32,45.6945,-93.9002,85351,1979,78953.0,4419.0,27.0,1513.4143504398874,1247867.0,,2.318660589799768,84000027,USA,22126.74514932889,
Mississippi,US,2020-09-16 04:30:32,32.7416,-89.6787,90523,2734,78971.0,8818.0,28.0,3041.615187949259,626311.0,,3.0202269036598435,84000028,USA,21044.34287396229,
Missouri,US,2020-09-16 04:30:32,38.4561,-92.2884,106637,1756,,104881.0,29.0,1737.4867778489624,1155752.0,,1.6467079906599025,84000029,USA,18831.210728663536,
Montana,US,2020-09-16 04:30:32,46.9219,-110.4544,9244,140,7150.0,1954.0,30.0,864.9130128052785,289368.0,,1.5144958892254434,84000030,USA,27074.659096650565,
Nebraska,US,2020-09-16 04:30:32,41.1254,-98.2681,38970,436,29597.0,8937.0,31.0,2014.5698322174012,406675.0,,1.1188093405183477,84000031,USA,21023.227778214317,
Nevada,US,2020-09-16 04:30:32,38.3135,-117.0554,74040,1482,1973.0,70585.0,32.0,2403.774354285952,646536.0,,2.0016207455429496,84000032,USA,20990.36542305,
New Hampshire,US,2020-09-16 04:30:32,43.4525,-71.5639,7750,438,7022.0,290.0,33.0,569.9740606643617,232458.0,,5.651612903225808,84000033,USA,17096.132928247254,
New Jersey,US,2020-09-16 04:30:32,40.2989,-74.521,197404,16043,34472.0,146889.0,34.0,2222.4699088850834,3212311.0,,8.126988308240968,84000034,USA,36165.75416648372,
New Mexico,US,2020-09-16 04:30:32,34.8405,-106.2485,26923,830,14470.0,11623.0,35.0,1283.9864385698595,826619.0,,3.0828659510455743,84000035,USA,39422.33725306165,
New York,US,2020-09-16 04:30:32,42.1657,-74.9481,445714,33038,75847.0,336829.0,36.0,2291.169210613933,9455329.0,,7.4123765463952225,84000036,USA,48604.61794115741,
North Carolina,US,2020-09-16 04:30:32,35.6301,-79.8064,186887,3111,167257.0,16519.0,37.0,1781.8983905926002,2652440.0,,1.6646422704628998,84000037,USA,25290.03390895801,
North Dakota,US,2020-09-16 04:30:32,47.5289,-99.78399999999999,16064,172,13328.0,2564.0,38.0,2107.9649687295787,529202.0,,1.0707171314741035,84000038,USA,69443.43111190428,
Ohio,US,2020-09-16 04:30:32,40.3888,-82.7649,139485,4506,117130.0,17849.0,39.0,1193.2911858055795,2659531.0,,3.2304548876223254,84000039,USA,22752.230710662072,
Oklahoma,US,2020-09-16 04:30:32,35.5653,-96.9289,71314,912,59993.0,10409.0,40.0,1802.2371152075666,1016508.0,,1.2788512774490282,84000040,USA,25689.043462790098,
Oregon,US,2020-09-16 04:30:32,44.571999999999996,-122.0709,29662,519,5353.0,23790.0,41.0,703.2681269600263,618064.0,,1.7497134380689097,84000041,USA,14653.924604592463,
Pennsylvania,US,2020-09-16 04:30:32,40.5908,-77.2098,151044,7860,119895.0,23289.0,42.0,1179.8479126954412,1841498.0,,5.203781679510606,84000042,USA,14384.467913540622,
Rhode Island,US,2020-09-16 04:30:32,41.6809,-71.5118,23250,1078,2228.0,19944.0,44.0,2194.719269446393,642567.0,,4.636559139784946,84000044,USA,60656.09362625206,
South Carolina,US,2020-09-16 04:30:32,33.8569,-80.945,133470,3098,51431.0,78941.0,45.0,2592.297804849911,1074737.0,,2.3211208511275943,84000045,USA,20873.892004877336,
South Dakota,US,2020-09-16 04:30:32,44.2998,-99.4388,16994,184,14424.0,2386.0,46.0,1920.966157581622,166096.0,,1.0827350829704598,84000046,USA,18775.143868993597,
Tennessee,US,2020-09-16 04:30:32,35.7478,-86.6923,175231,2127,158660.0,14444.0,47.0,2565.9179279953914,2515429.0,,1.2138263206852669,84000047,USA,36833.57606644669,
Texas,US,2020-09-16 04:30:32,31.0545,-97.5635,692753,14593,585912.0,92248.0,48.0,2389.142788936125,5247542.0,,2.106522815491236,84000048,USA,18097.542888936536,
Utah,US,2020-09-16 04:30:32,40.15,-111.8624,59000,436,49327.0,9237.0,49.0,1840.323547594822,725612.0,,0.7389830508474576,84000049,USA,22633.234746057184,
Vermont,US,2020-09-16 04:30:32,44.0459,-72.7107,1702,58,1524.0,120.0,50.0,272.7612185471218,151592.0,,3.4077555816686247,84000050,USA,24294.0180035225,
Virginia,US,2020-09-16 04:30:32,37.7693,-78.17,135514,2839,16449.0,116142.0,51.0,1586.640484310327,1791808.0,,2.0948400626162984,84000051,USA,20992.37316442035,
Washington,US,2020-09-16 04:30:32,47.4009,-121.4905,80465,2015,,78450.0,53.0,1056.6793256320211,1665715.0,,2.5041943702230784,84000053,USA,21874.437368982068,
West Virginia,US,2020-09-16 04:30:32,38.4912,-80.9545,12986,283,9536.0,3167.0,54.0,724.6057382569621,490646.0,,2.1792699830586786,84000054,USA,27377.553292224355,
Wisconsin,US,2020-09-16 04:30:32,44.2685,-89.6165,91304,1220,79557.0,10527.0,55.0,1563.9850962673002,1381463.0,,1.3397465463091078,84000055,USA,23726.554908136357,
Wyoming,US,2020-09-16 04:30:32,42.756,-107.3025,4440,42,3925.0,473.0,56.0,767.1586964522363,89745.0,,0.9459459459459459,84000056,USA,15506.454327276118,
Alabama,US,2020-09-17 04:30:32,32.3182,-86.9023,141087,2392,61232.0,77463.0,1.0,2877.456184092585,1040771.0,,1.6954077980253317,84000001,USA,21226.42731204309,
Alaska,US,2020-09-17 04:30:32,61.3707,-152.4044,6432,44,2407.0,3981.0,2.0,879.2350436405143,408564.0,,0.6840796019900498,84000002,USA,55849.46927393394,
Arizona,US,2020-09-17 04:30:32,33.7298,-111.4312,209907,5371,33250.0,171286.0,4.0,2883.846150358641,1328461.0,,2.5587522093117427,84000004,USA,18251.30720153016,
Arkansas,US,2020-09-17 04:30:32,34.9697,-92.3731,72219,1157,64145.0,6917.0,5.0,2393.0977624789416,846177.0,,1.6020714770351292,84000005,USA,28039.49494400564,
California,US,2020-09-17 04:30:32,36.1162,-119.6816,771321,14691,,756630.0,6.0,1952.1073263835349,13000522.0,,1.9046544823750424,84000006,USA,32902.532464447766,
Colorado,US,2020-09-17 04:30:32,39.0598,-105.3111,62686,2002,6197.0,54467.0,8.0,1088.190186179745,1143941.0,,3.1947148373918868,84000008,USA,19864.445947860782,
Connecticut,US,2020-09-17 04:30:32,41.5978,-72.7554,55166,4487,9142.0,41537.0,9.0,1547.3088141291294,1394405.0,,8.133633034840301,84000009,USA,39110.59614555574,
Delaware,US,2020-09-17 04:30:32,39.3185,-75.5071,19234,619,10189.0,8426.0,10.0,1975.2219223549032,265905.0,,3.2182593324321522,84000010,USA,27306.92447040556,
Florida,US,2020-09-17 04:30:32,27.7663,-81.6868,671201,12939,,658262.0,12.0,3125.101122152673,4984023.0,,1.9277384866828269,84000012,USA,23205.531383497248,
Georgia,US,2020-09-17 04:30:32,33.0406,-83.6431,299056,6419,,292637.0,13.0,2816.653344224865,2654121.0,,2.1464207372532242,84000013,USA,24997.78901151437,
Hawaii,US,2020-09-17 04:30:32,21.0943,-157.4983,10946,103,3885.0,6958.0,15.0,773.0924829363106,263008.0,,0.940983007491321,84000015,USA,18575.6904578945,
Idaho,US,2020-09-17 04:30:32,44.2405,-114.4788,36093,429,19075.0,16589.0,16.0,2019.6803138106336,281642.0,,1.188596126672762,84000016,USA,15760.031112466533,
Illinois,US,2020-09-17 04:30:32,40.3495,-88.9861,268238,8599,,259639.0,17.0,2116.8070477005635,4865233.0,,3.2057352053027537,84000017,USA,38394.11083852905,
Indiana,US,2020-09-17 04:30:32,39.8494,-86.2583,107809,3472,84336.0,20001.0,18.0,1601.3887842923707,1261892.0,,3.2205103470025693,84000018,USA,18744.07234821089,
Iowa,US,2020-09-17 04:30:32,42.0115,-93.2105,76652,1248,55067.0,20337.0,19.0,2429.4865090156477,695111.0,,1.6281375567499867,84000019,USA,22031.55555978156,
Kansas,US,2020-09-17 04:30:32,38.5266,-96.7265,50720,578,1920.0,48222.0,20.0,1740.9726517635931,464226.0,,1.1395899053627758,84000020,USA,15934.636637176767,
Kentucky,US,2020-09-17 04:30:32,37.6681,-84.6701,58764,1082,11043.0,46639.0,21.0,1315.3156016566118,1027779.0,,1.841263358518821,84000021,USA,23004.79466603756,
Louisiana,US,2020-09-17 04:30:32,31.1695,-91.8678,158826,5296,145570.0,7960.0,22.0,3416.498988769991,2115184.0,,3.3344666490373114,84000022,USA,45499.62850580172,
Maine,US,2020-09-17 04:30:32,44.6939,-69.3819,4941,138,4307.0,496.0,23.0,367.5759478415607,342187.0,,2.792956891317547,84000023,USA,25456.32682939893,
Maryland,US,2020-09-17 04:30:32,39.0639,-76.8021,117888,3855,7286.0,106747.0,24.0,1949.9543475671885,1482958.0,,3.270052931596092,84000024,USA,24529.21755699937,
Massachusetts,US,2020-09-17 04:30:32,42.2302,-71.5301,125699,9245,109397.0,7057.0,25.0,1823.7061340415808,3131714.0,,7.354871558246287,84000025,USA,45436.52719483764,
Michigan,US,2020-09-17 04:30:32,43.3266,-84.5361,125742,6943,85513.0,33286.0,26.0,1259.0748020122846,3218461.0,,5.521623642060727,84000026,USA,32226.965901284057,
Minnesota,US,2020-09-17 04:30:32,45.6945,-93.9002,85813,1985,79583.0,4245.0,27.0,1521.6063743166221,1252392.0,,2.313169333317796,84000027,USA,22206.980881022027,
Mississippi,US,2020-09-17 04:30:32,32.7416,-89.6787,91234,2756,78971.0,9507.0,28.0,3065.505120879365,632731.0,,3.0208036477628952,84000028,USA,21260.05788016662,
Missouri,US,2020-09-17 04:30:32,38.4561,-92.2884,107853,1765,,106088.0,29.0,1757.2996375680495,1164383.0,,1.6364866994891194,84000029,USA,18971.83966964664,
Montana,US,2020-09-17 04:30:32,46.9219,-110.4544,9431,141,7186.0,2104.0,30.0,882.4096304377522,292401.0,,1.4950694518078678,84000030,USA,27358.441135577265,
Nebraska,US,2020-09-17 04:30:32,41.1254,-98.2681,39419,439,29799.0,9181.0,31.0,2037.7810679029446,408961.0,,1.1136761460209543,84000031,USA,21141.40346814116,
Nevada,US,2020-09-17 04:30:32,38.3135,-117.0554,74248,1494,1980.0,70774.0,32.0,2410.5272590089594,649533.0,,2.012175412132313,84000032,USA,21087.66568965988,
New Hampshire,US,2020-09-17 04:30:32,43.4525,-71.5639,7781,438,7083.0,260.0,33.0,572.2539569070193,233731.0,,5.629096517157178,84000033,USA,17189.755764276382,
New Jersey,US,2020-09-17 04:30:32,40.2989,-74.521,197792,16054,34503.0,147235.0,34.0,2226.8382009391826,3234972.0,,8.116607345089793,84000034,USA,36420.88268771553,
New Mexico,US,2020-09-17 04:30:32,34.8405,-106.2485,27041,832,14634.0,11575.0,35.0,1289.6139837821775,831995.0,,3.076809289597278,84000035,USA,39678.724397649974,
New York,US,2020-09-17 04:30:32,42.1657,-74.9481,446366,33042,75903.0,337421.0,36.0,2294.5207820820056,9530416.0,,7.402445526765032,84000036,USA,48990.59868781865,
